id,category,question,option1,option2,option3,option4,answer,explanation
m011,그래프,시계열 자료에 적합한 그래프는?,원형,막대,꺾은선,분산형,3,시계열 자료는 시간 순서에 따라 관측된 자료이다. 물가지수나 실업률처럼 시간의 흐름에 따른 추세를 보려면 꺾은선 그래프가 적합하다. 선으로 연결하면 증가 감소와 전체적인 경향을 쉽게 확인할 수 있다
m012,상관계수,상관계수 범위는?,0~1,-1~1,-100~100,제한없음,2,상관계수는 두 변수의 선형 관계 방향과 강도를 나타내며 값은 항상 -1에서 1 사이이다. 1에 가까우면 강한 양의 선형 관계이고 -1에 가까우면 강한 음의 선형 관계이다. 0에 가까우면 선형 관계가 약하다는 뜻이다
m013,상관계수,상관계수는 무엇을 나타내는가?,선형연관성,평균,분산,범위,1,상관계수는 두 변수 사이의 선형 연관성 정도를 나타낸다. 예를 들어 수학 점수가 높을수록 물리 점수도 높아지는 경향이 있으면 양의 상관이 있다. 다만 곡선 형태의 비선형 관계는 강해도 상관계수가 낮게 나올 수 있다
m014,R,텍스트 파일 읽기 함수는?,scan,read.table,data.frame,read.xlsx,2,R에서 표 형태의 텍스트 파일을 데이터프레임으로 읽을 때는 read.table을 사용한다. header=T 옵션을 주면 첫 행을 변수명으로 해석한다. scan은 단순 벡터 입력에 가깝고 data.frame은 이미 있는 객체를 데이터프레임으로 만드는 함수이다
m015,R,처음 6개 행 출력 함수는?,tail,head,summary,dim,2,head 함수는 데이터프레임이나 벡터의 앞부분을 보여준다. 기본값은 처음 6개 행이다. 데이터를 불러온 직후 구조와 입력 상태를 빠르게 확인할 때 자주 사용한다
m016,R,그룹별 평균 계산 함수는?,apply,sapply,tapply,lapply,3,tapply는 어떤 값을 그룹 변수에 따라 나눈 뒤 각 그룹에 함수를 적용할 때 사용한다. 예를 들어 tapply(salary sex mean)은 성별에 따라 salary의 평균을 계산한다. 그룹별 평균 표준편차 등을 묻는 문제에서 자주 나온다
m017,R,상자그림 함수는?,box,plot,boxplot,stem,3,R에서 상자그림을 그리는 함수는 boxplot이다. 그룹별 비교를 할 때는 boxplot(salary~sex)처럼 물결표를 사용한다. 왼쪽에는 분석할 수치변수 오른쪽에는 그룹변수를 둔다
m018,R,hist(rnorm(100)) 의미는?,상자그림,히스토그램,산점도,회귀분석,2,rnorm(100)은 평균 0 분산 1인 표준정규분포에서 난수 100개를 생성한다. hist는 그 자료의 히스토그램을 그리는 함수이다. 따라서 이 명령은 표준정규분포 난수 100개의 분포를 히스토그램으로 보여준다
m019,R,"plot(x,y)의 결과는?",회귀식,상관계수,산점도,상자그림,3,R에서 plot(x y)는 두 수치형 변수 x와 y의 관계를 점으로 나타내는 산점도를 만든다. 상관계수를 구하려면 cor 함수를 사용하고 회귀식을 적합하려면 lm 함수를 사용한다. plot은 관계를 시각적으로 확인하는 단계이다
m020,R,attach(data)의 목적은?,삭제,변수 직접 사용,저장,정렬,2,attach(data)를 사용하면 data 안의 변수들을 데이터프레임 이름 없이 직접 사용할 수 있다. 예를 들어 data$salary 대신 salary처럼 쓸 수 있다. 다만 실제 코딩에서는 변수명 충돌을 조심해야 한다
m021,한글,한자변환 단축키는?,F5,F7,F8,F9,4,한글 2014에서 한글을 한자로 변환할 때 사용하는 대표 단축키는 F9이다. 기출에서는 한글 기능과 단축키가 반복해서 출제된다. F9 한자변환은 그대로 암기해두면 좋다
m022,엑셀,함수식 시작 기호는?,+,=,@,#,2,엑셀에서 수식이나 함수식은 등호로 시작한다. 예를 들어 =SUM(A1:A3)처럼 작성해야 계산식으로 인식된다. 등호가 없으면 단순한 텍스트로 처리될 수 있다
m023,엑셀,이웃하지 않은 셀 선택은?,Shift,Alt,Ctrl,Tab,3,엑셀에서 서로 떨어진 여러 셀을 선택하려면 Ctrl 키를 누른 상태에서 셀을 클릭한다. Shift는 연속된 범위를 선택할 때 사용한다. 이 차이를 구분하는 문제가 자주 나온다
m024,엑셀,산점도 차트 종류는?,막대형,분산형,원형,영역형,2,엑셀에서 두 변수의 관계를 점으로 나타내는 산점도는 분산형 차트에 해당한다. 막대형과 원형은 범주별 비교나 비율 표현에 적합하다. 함수의 개형이나 두 변수 관계를 그릴 때도 분산형을 선택한다
m025,엑셀,학과코드 첫 글자 추출 함수는?,RIGHT,LEFT,MID,LEN,2,문자열의 첫 글자를 확인하려면 LEFT 함수를 사용한다. 예를 들어 LEFT(A2 1)은 A2의 왼쪽 첫 글자를 가져온다. 학과코드 첫 글자가 A인지 B인지 판단하는 IF 함수 문제와 함께 자주 출제된다
